Date,Open,High,Low,Close,Volume,Adj Close
2010-08-24,0.06491,0.0665,0.06491,0.065,444.66,0.065
2010-08-25,0.065,0.0665,0.0641,0.0648,278.86,0.0648
2010-08-26,0.0648,0.0658,0.064,0.064,251.56,0.064
2010-08-27,0.064,0.065,0.063,0.065,583.71,0.065
2010-08-28,0.065,0.065,0.0641,0.0646,399.45,0.0646
2010-08-29,0.0646,0.0648,0.064,0.064,204.88,0.064
2010-08-30,0.064,0.069,0.03211,0.06497,2135.0,0.06497
2010-08-31,0.06497,0.06497,0.06,0.06,933.23,0.06
2010-09-01,0.06,0.0629,0.05961,0.0629,436.73,0.0629
2010-09-02,0.0629,0.0634,0.0601,0.0634,498.98,0.0634
2010-09-03,0.0634,0.0634,0.06085,0.06085,54.61,0.06085
2010-09-04,0.06085,0.06238,0.06085,0.06238,202.27,0.06238
2010-09-05,0.06238,0.064,0.0605,0.06165,527.97,0.06165
2010-09-06,0.06165,0.0627,0.0616,0.0616,56.13,0.0616
2010-09-07,0.0616,0.06201,0.0603,0.06101,212.35,0.06101
2010-09-08,0.06101,0.062,0.06099,0.062,143.36,0.062
2010-09-09,0.062,0.0624,0.06109,0.06111,107.68,0.06111
2010-09-10,0.06111,0.0618,0.06014,0.0618,301.8,0.0618
2010-09-11,0.0618,0.065,0.0618,0.06366,491.19,0.06366
2010-09-12,0.06366,0.06366,0.0615,0.0615,48.99,0.0615
2010-09-13,0.0615,0.064,0.0607,0.06219,632.2,0.06219
2010-09-14,0.06219,0.175,0.061,0.06199,876.76,0.06199
2010-09-15,0.06199,0.0625,0.0604,0.0604,223.27,0.0604
2010-09-16,0.0604,0.0619,0.0604,0.0619,45.17,0.0619
2010-09-17,0.0619,0.0619,0.059,0.0601,438.94,0.0601
2010-09-18,0.0601,0.061,0.05761,0.061,427.76,0.061
2010-09-19,0.061,0.0627,0.06,0.0627,797.36,0.0627
2010-09-20,0.0627,0.0634,0.062,0.0621,891.19,0.0621
2010-09-21,0.0621,0.0633,0.0621,0.06265,359.82,0.06265
2010-09-22,0.06265,0.06265,0.06147,0.0622,717.33,0.0622
2010-09-23,0.0622,0.063,0.0615,0.06231,970.09,0.06231
2010-09-24,0.06231,0.0624,0.06209,0.0622,42.66,0.0622
2010-09-25,0.0622,0.0624,0.0617,0.06202,133.05,0.06202
2010-09-26,0.06202,0.06228,0.06186,0.0622,748.2,0.0622
2010-09-27,0.0622,0.06228,0.0619,0.06221,668.53,0.06221
2010-09-28,0.06221,0.06271,0.0617,0.0619,439.05,0.0619
2010-09-29,0.0619,0.062,0.0615,0.06191,1450.79,0.06191
2010-09-30,0.06191,0.06191,0.06155,0.0619,488.15,0.0619
2010-10-01,0.0619,0.062,0.06189,0.06197,106.46,0.06197
2010-10-02,0.06197,0.06197,0.06125,0.0614,802.52,0.0614
2010-10-03,0.0614,0.0614,0.061,0.06111,439.88,0.06111
2010-10-04,0.06111,0.062,0.06081,0.0613,2079.89,0.0613
2010-10-05,0.0613,0.06301,0.0609,0.0614,1699.2,0.0614
2010-10-06,0.0614,0.0635,0.0612,0.06281,2091.28,0.06281
2010-10-07,0.06281,0.067,0.0628,0.067,2812.79,0.067
2010-10-08,0.067,0.088,0.01,0.08685,10784.23,0.08685
2010-10-09,0.08685,0.12,0.068,0.0938,16104.87,0.0938
2010-10-10,0.0938,0.1301,0.07999,0.0965,4889.35,0.0965
2010-10-11,0.0965,0.103,0.091,0.095,1395.23,0.095
2010-10-12,0.095,0.099,0.082,0.0949,2396.82,0.0949
2010-10-13,0.0949,0.105,0.092,0.105,4558.52,0.105
2010-10-14,0.105,0.105,0.065,0.102,3701.65,0.102
2010-10-15,0.102,0.119,0.092,0.105,2554.91,0.105
2010-10-16,0.105,0.105,0.1,0.101,633.63,0.101
2010-10-17,0.101,0.1045,0.1,0.102,1857.8,0.102
2010-10-18,0.102,0.103,0.097,0.1024,2591.64,0.1024
2010-10-19,0.1024,0.1024,0.097,0.097,623.34,0.097
2010-10-20,0.097,0.103,0.094,0.099,3221.08,0.099
2010-10-21,0.099,0.109,0.097,0.107,4616.85,0.107
2010-10-22,0.107,0.109,0.1015,0.109,3665.43,0.109
2010-10-23,0.109,0.109,0.1045,0.1055,481.52,0.1055
2010-10-24,0.1055,0.19,0.1055,0.115,1560.61,0.115
2010-10-25,0.115,0.19,0.09009,0.132,4450.0,0.132
2010-10-26,0.132,0.18,0.132,0.1503,2995.09,0.1503
2010-10-27,0.1503,0.19,0.1503,0.1877,11594.02,0.1877
2010-10-28,0.1877,0.191,0.1731,0.1731,4009.67,0.1731
2010-10-29,0.1731,0.19,0.173,0.19,5380.49,0.19
2010-10-30,0.19,0.199,0.1875,0.1989,5112.03,0.1989
2010-10-31,0.1989,0.1989,0.171,0.1925,7829.46,0.1925
2010-11-01,0.1925,0.1955,0.172,0.1955,4049.75,0.1955
2010-11-02,0.1955,0.1955,0.1905,0.1938,1121.34,0.1938
2010-11-03,0.1938,0.275,0.125,0.1931,11769.61,0.1931
2010-11-04,0.1931,0.236,0.1931,0.23,6229.16,0.23
2010-11-05,0.23,0.2639,0.2101,0.2639,8757.15,0.2639
2010-11-06,0.2639,0.5,0.2402,0.39,9396.96,0.39
2010-11-07,0.39,0.47,0.286,0.34,27937.74,0.34
2010-11-08,0.34,0.37,0.2261,0.243,38339.26,0.243
2010-11-09,0.243,0.323,0.199,0.223,12808.3,0.223
2010-11-10,0.223,0.24,0.14,0.24,6110.13,0.24
2010-11-11,0.24,0.24,0.21,0.2231,1111.55,0.2231
2010-11-12,0.2231,0.29,0.223,0.2682,10494.46,0.2682
2010-11-13,0.2682,0.3,0.2682,0.276,6351.58,0.276
2010-11-14,0.276,0.299,0.2702,0.279,4793.81,0.279
2010-11-15,0.279,0.2828,0.2682,0.2682,2337.5,0.2682
2010-11-16,0.2682,0.275,0.223,0.2251,8609.67,0.2251
2010-11-17,0.2251,0.29,0.2116,0.24,8662.61,0.24
2010-11-18,0.24,0.283,0.2221,0.2678,10253.27,0.2678
2010-11-19,0.2678,0.28,0.2678,0.28,583.45,0.28
2010-11-20,0.28,0.29,0.2682,0.283,4119.07,0.283
2010-11-21,0.283,0.283,0.2763,0.2767,212.67,0.2767
2010-11-22,0.2767,0.2879,0.269,0.2879,7818.64,0.2879
2010-11-23,0.2879,0.2879,0.276,0.2829,1361.82,0.2829
2010-11-24,0.2829,0.283,0.2761,0.283,710.24,0.283
2010-11-25,0.283,0.283,0.278,0.28,469.99,0.28
2010-11-26,0.28,0.289,0.2761,0.2844,9510.98,0.2844
2010-11-27,0.2844,0.2844,0.2826,0.283,515.9,0.283
2010-11-28,0.283,0.2846,0.27,0.27,5746.3,0.27
2010-11-29,0.27,0.279,0.2151,0.2299,8802.06,0.2299
2010-11-30,0.2299,0.2299,0.204,0.2082,4570.58,0.2082
2010-12-01,0.2082,0.2299,0.2082,0.2275,1752.72,0.2275
2010-12-02,0.2275,0.2553,0.218,0.255,4800.55,0.255
2010-12-03,0.255,0.2552,0.243,0.251,633.78,0.251
2010-12-04,0.251,0.2589,0.205,0.206,6673.4,0.206
2010-12-05,0.206,0.235,0.19,0.19,1178.03,0.19
2010-12-06,0.19,0.225,0.1841,0.204,863.02,0.204
2010-12-07,0.204,0.2477,0.1701,0.2402,5411.8,0.2402
2010-12-08,0.2402,0.2402,0.22,0.2388,789.86,0.2388
2010-12-09,0.2388,0.2388,0.1701,0.2,4411.94,0.2
2010-12-10,0.2,0.204,0.1825,0.204,328.17,0.204
2010-12-11,0.204,0.228,0.1907,0.228,1267.2,0.228
2010-12-12,0.228,0.228,0.2068,0.22,418.8,0.22
2010-12-13,0.22,0.23,0.21,0.2299,1425.92,0.2299
2010-12-14,0.2299,0.2468,0.21,0.2467,2403.83,0.2467
2010-12-15,0.2467,0.2467,0.238,0.24,901.15,0.24
2010-12-16,0.24,0.255,0.2222,0.25,3522.62,0.25
2010-12-17,0.25,0.25,0.24,0.24,130.19,0.24
2010-12-18,0.24,0.2488,0.24,0.241,41.67,0.241
2010-12-19,0.241,0.2499,0.24,0.2401,487.49,0.2401
2010-12-20,0.2401,0.275,0.24,0.267,2769.88,0.267
2010-12-21,0.267,0.267,0.24,0.24,2291.81,0.24
2010-12-22,0.24,0.25,0.24,0.25,949.38,0.25
2010-12-23,0.25,0.25,0.241,0.25,2160.74,0.25
2010-12-24,0.25,0.25,0.242,0.248,1252.05,0.248
2010-12-25,0.248,0.25,0.2475,0.2499,175.44,0.2499
2010-12-26,0.2499,0.27,0.2464,0.265,4203.03,0.265
2010-12-27,0.265,0.27,0.251,0.265,1270.15,0.265
2010-12-28,0.265,0.281,0.2612,0.281,4238.98,0.281
2010-12-29,0.281,0.301,0.271,0.3,5363.75,0.3
2010-12-30,0.3,0.3,0.291,0.3,759.92,0.3
2010-12-31,0.3,0.3,0.292,0.3,428.44,0.3
2011-01-01,0.3,0.3,0.292,0.3,841.95,0.3
2011-01-02,0.3,0.3,0.289,0.3,1584.66,0.3
2011-01-03,0.3,0.3,0.29,0.295,420.85,0.295
2011-01-04,0.295,0.2999,0.289,0.2989,548.33,0.2989
2011-01-05,0.2989,0.299,0.29,0.299,106.19,0.299
2011-01-06,0.299,0.299,0.29,0.298,1031.28,0.298
2011-01-07,0.298,0.322,0.2975,0.32,13152.15,0.32
2011-01-08,0.32,0.3229,0.309,0.3229,512.04,0.3229
2011-01-09,0.3229,0.323,0.3229,0.323,546.18,0.323
2011-01-10,0.323,0.329,0.3175,0.3266,3360.65,0.3266
2011-01-11,0.3266,0.3266,0.3176,0.3266,1578.66,0.3266
2011-01-12,0.3266,0.3557,0.318,0.3188,10508.17,0.3188
2011-01-13,0.3188,0.405,0.3176,0.3176,7147.03,0.3176
2011-01-14,0.3176,0.45,0.3176,0.4,10691.11,0.4
2011-01-15,0.4,0.4,0.385,0.3861,591.15,0.3861
2011-01-16,0.3861,0.4,0.386,0.3868,1085.16,0.3868
2011-01-17,0.3868,0.3868,0.315,0.3495,6360.69,0.3495
2011-01-18,0.3495,0.3495,0.305,0.313,4950.51,0.313
2011-01-19,0.313,0.313,0.305,0.313,2247.62,0.313
2011-01-20,0.313,0.39,0.31,0.39,6900.05,0.39
2011-01-21,0.39,0.44,0.368,0.4199,3351.62,0.4199
2011-01-22,0.4199,0.4443,0.39,0.4443,4513.91,0.4443
2011-01-23,0.4443,0.4443,0.42,0.4424,505.83,0.4424
2011-01-24,0.4424,0.4424,0.381,0.4199,4516.68,0.4199
2011-01-25,0.4199,0.425,0.4,0.41,901.25,0.41
2011-01-26,0.41,0.42,0.3904,0.417,6315.95,0.417
2011-01-27,0.417,0.45,0.4085,0.4212,12086.9,0.4212
2011-01-28,0.4212,0.446,0.4212,0.446,2301.77,0.446
2011-01-29,0.446,0.446,0.43,0.439,643.63,0.439
2011-01-30,0.439,0.48,0.439,0.4799,4775.81,0.4799
2011-01-31,0.4799,0.95,0.47,0.5501,32708.4,0.5501
2011-02-01,0.5501,0.85,0.5201,0.7077,23264.18,0.7077
2011-02-02,0.7077,0.76,0.69,0.716,4126.02,0.716
2011-02-03,0.716,0.75,0.6501,0.6964,6064.12,0.6964
2011-02-04,0.6964,0.88,0.67,0.811,33965.74,0.811
2011-02-05,0.811,0.92,0.811,0.92,13634.2,0.92
2011-02-06,0.92,0.92,0.83,0.8997,7608.77,0.8997
2011-02-07,0.8997,0.9,0.83,0.89,1949.54,0.89
2011-02-08,0.89,0.918,0.8617,0.918,6306.77,0.918
2011-02-09,0.918,1.09,0.82,1.09,47455.01,1.09
2011-02-10,1.09,1.1,0.8,0.9803,25568.81,0.9803
2011-02-11,0.9803,1.09,0.9264,1.07,13213.54,1.07
2011-02-12,1.07,1.08,0.9906,1.08,4353.79,1.08
2011-02-13,1.08,1.08,1.02,1.05,3398.3,1.05
2011-02-14,1.05,1.08,1.033,1.07,7532.41,1.07
2011-02-15,1.07,1.085,1.035,1.05,9085.5,1.05
2011-02-16,1.05,1.05,1.02,1.045,7465.03,1.045
2011-02-17,1.045,1.05,1.02,1.04,4184.96,1.04
2011-02-18,1.04,1.04,0.7801,0.8989,32719.75,0.8989
2011-02-19,0.8989,0.98,0.8376,0.949,3454.72,0.949
2011-02-20,0.949,0.949,0.83,0.865,8503.38,0.865
2011-02-21,0.865,0.8796,0.8313,0.8345,1435.86,0.8345
2011-02-22,0.8345,0.95,0.8313,0.8702,10650.29,0.8702
2011-02-23,0.8702,0.945,0.8681,0.9,6057.77,0.9
2011-02-24,0.9,1.0,0.9,0.9974,12708.12,0.9974
2011-02-25,0.9974,0.9998,0.9111,0.9112,4276.3,0.9112
2011-02-26,0.9112,0.97,0.9106,0.958,4452.63,0.958
2011-02-27,0.958,0.958,0.89,0.89,21576.82,0.89
2011-02-28,0.89,0.92,0.845,0.8702,4108.6,0.8702
2011-03-01,0.8702,0.97,0.8502,0.9202,21413.43,0.9202
2011-03-02,0.9202,0.94,0.9102,0.9399,2533.96,0.9399
2011-03-03,0.9399,0.9399,0.91,0.9391,2520.58,0.9391
2011-03-04,0.9391,0.9391,0.9001,0.9012,2469.56,0.9012
2011-03-05,0.9012,0.9189,0.8111,0.9103,11115.04,0.9103
2011-03-06,0.9103,0.9103,0.81,0.8999,10775.11,0.8999
2011-03-07,0.8999,0.909,0.846,0.885,13527.3,0.885
2011-03-08,0.885,0.885,0.85,0.87,3931.42,0.87
2011-03-09,0.87,0.87,0.85,0.8645,3881.22,0.8645
2011-03-10,0.8645,0.9329,0.8497,0.9329,7895.07,0.9329
2011-03-11,0.9329,0.9329,0.8601,0.88,3301.73,0.88
2011-03-12,0.88,0.9197,0.88,0.918,4319.6,0.918
2011-03-13,0.918,0.918,0.8898,0.8925,595.42,0.8925
2011-03-14,0.8925,0.9,0.88,0.8949,4676.62,0.8949
2011-03-15,0.8949,0.8949,0.87,0.87,2405.41,0.87
2011-03-16,0.87,0.88,0.836,0.86,6761.32,0.86
2011-03-17,0.86,0.88,0.81,0.8254,6042.77,0.8254
2011-03-18,0.8254,0.8506,0.71,0.8165,10971.32,0.8165
2011-03-19,0.8165,0.8165,0.7313,0.765,7457.83,0.765
2011-03-20,0.765,0.79,0.7402,0.7522,4502.62,0.7522
2011-03-21,0.7522,0.7724,0.7405,0.759,2780.45,0.759
2011-03-22,0.759,0.81,0.7405,0.809,9499.24,0.809
2011-03-23,0.809,0.85,0.78,0.8497,11029.25,0.8497
2011-03-24,0.8497,0.9,0.8266,0.8669,12259.77,0.8669
2011-03-25,0.8669,0.89,0.861,0.8838,4225.53,0.8838
2011-03-26,0.8838,0.905,0.841,0.8552,10250.98,0.8552
2011-03-27,0.8552,0.8721,0.8152,0.8275,4439.07,0.8275
2011-03-28,0.8275,0.85,0.76,0.799,10141.7,0.799
2011-03-29,0.799,0.7997,0.7648,0.7925,3312.3,0.7925
2011-03-30,0.7925,0.795,0.766,0.7897,2532.13,0.7897
2011-03-31,0.7897,0.801,0.768,0.7846,5429.16,0.7846
2011-04-01,0.7846,0.797,0.7741,0.7741,2483.69,0.7741
2011-04-02,0.7741,0.7998,0.7741,0.782,1965.23,0.782
2011-04-03,0.782,0.7949,0.777,0.779,3074.76,0.779
2011-04-04,0.779,0.785,0.5619,0.68,21652.69,0.68
2011-04-05,0.68,0.7478,0.58,0.71,6522.71,0.71
2011-04-06,0.71,0.75,0.6902,0.74,6264.04,0.74
2011-04-07,0.74,0.7849,0.7205,0.7538,8178.14,0.7538
2011-04-08,0.7538,0.799,0.7309,0.75,13854.66,0.75
2011-04-09,0.75,0.7676,0.7205,0.73,8940.96,0.73
2011-04-10,0.73,0.7589,0.71,0.7369,3946.44,0.7369
2011-04-11,0.7369,0.799,0.7103,0.77,11255.96,0.77
2011-04-12,0.77,0.899,0.77,0.86,41333.11,0.86
2011-04-13,0.86,1.0,0.86,0.9225,40467.74,0.9225
2011-04-14,0.9225,1.0,0.91,1.0,29643.61,1.0
2011-04-15,1.0,1.09,0.911,0.9899,50488.94,0.9899
2011-04-16,0.9899,1.095,0.9541,1.05,30097.18,1.05
2011-04-17,1.05,1.14,1.026,1.112,26085.25,1.112
2011-04-18,1.112,1.2,1.11,1.162,31552.55,1.162
2011-04-19,1.162,1.198,1.144,1.198,14782.06,1.198
2011-04-20,1.198,1.198,1.13,1.142,24691.86,1.142
2011-04-21,1.142,1.21,1.14,1.21,46345.35,1.21
2011-04-22,1.21,1.41,1.189,1.409,50929.92,1.409
2011-04-23,1.409,1.95,1.32,1.7,103242.84,1.7
2011-04-24,1.7,1.95,1.6,1.631,36076.01,1.631
2011-04-25,1.631,1.701,1.521,1.559,21226.89,1.559
2011-04-26,1.559,1.795,1.53,1.795,40211.17,1.795
2011-04-27,1.795,1.95,1.72,1.9,62403.35,1.9
2011-04-28,1.9,2.65,1.66,2.211,203392.46,2.211
2011-04-29,2.211,2.95,2.21,2.88,148954.47,2.88
2011-04-30,2.88,4.15,2.75,3.55,214977.24,3.55
2011-05-01,3.55,3.87,2.5,3.033,143521.98,3.033
2011-05-02,3.033,3.495,3.029,3.2,59421.72,3.2
2011-05-03,3.2,3.49,3.11,3.41,56187.48,3.41
2011-05-04,3.41,3.58,3.25,3.406,59434.11,3.406
2011-05-05,3.406,3.45,3.333,3.333,52331.39,3.333
2011-05-06,3.333,3.61,3.29,3.452,80063.98,3.452
2011-05-07,3.452,3.7,3.425,3.641,64359.68,3.641
2011-05-08,3.641,3.937,3.63,3.866,79620.81,3.866
2011-05-09,3.866,3.9,3.691,3.8,43805.92,3.8
2011-05-10,3.8,5.99,3.8,5.81,266466.71,5.81
2011-05-11,5.81,6.065,4.6,5.5,281496.86,5.5
2011-05-12,5.5,6.49,5.22,6.3,184839.99,6.3
2011-05-13,6.3,8.45,6.3,8.198,478840.49,8.198
2011-05-14,8.198,8.9,5.83,7.198,435571.02,7.198
2011-05-15,7.198,7.78,6.2,6.987,123255.5,6.987
2011-05-16,6.987,8.5,6.75,8.034,343050.47,8.034
2011-05-17,8.034,8.389,6.98,7.19,265868.95,7.19
2011-05-18,7.19,7.5,6.6,6.88,181331.16,6.88
2011-05-19,6.88,7.34,6.607,6.811,170134.8,6.811
2011-05-20,6.811,7.1,5.577,5.59,278992.34,5.59
2011-05-21,5.59,6.52,5.577,6.12,185640.17,6.12
2011-05-22,6.12,6.759,5.99,6.69,154432.52,6.69
2011-05-23,6.69,7.45,6.69,7.15,250601.3,7.15
2011-05-24,7.15,7.51,6.96,7.42,211827.28,7.42
2011-05-25,7.42,9.33,7.216,8.4,510905.18,8.4
2011-05-26,8.4,8.987,8.01,8.798,244820.48,8.798
2011-05-27,8.798,8.83,8.5,8.5,125149.05,8.5
2011-05-28,8.5,8.7,8.11,8.3,103463.69,8.3
2011-05-29,8.3,8.49,8.102,8.43,62138.87,8.43
2011-05-30,8.43,9.0,8.25,8.8,154258.85,8.8
2011-05-31,8.8,9.5,8.1,8.741,406882.27,8.741
2011-06-01,8.741,9.699,8.3,9.57,400564.35,9.57
2011-06-02,9.57,10.89,9.5,10.6,415112.72,10.6
2011-06-03,10.6,14.5,10.58,14.29,954513.54,14.29
2011-06-04,14.29,18.89,14.04,18.89,729670.85,18.89
2011-06-05,18.89,19.0,16.2,16.7,420612.47,16.7
2011-06-06,16.7,19.23,16.45,18.55,1016927.39,18.55
2011-06-07,18.55,24.32,18.26,23.92,1068903.32,23.92
2011-06-08,23.92,31.91,22.21,29.6,2858820.38,29.6
2011-06-09,29.6,31.5,26.15,28.92,1861589.64,28.92
2011-06-10,28.92,29.4,20.01,23.95,2274786.4,23.95
2011-06-11,23.95,23.99,13.0,14.65,2146587.96,14.65
2011-06-12,14.65,24.99,10.25,18.55,2451134.56,18.55
2011-06-13,18.55,24.5,16.0,19.84,1476239.59,19.84
2011-06-14,19.84,20.5,18.0,19.28,696003.98,19.28
2011-06-15,19.28,20.0,19.02,19.49,545336.14,19.49
2011-06-16,19.49,19.89,17.0,17.0,927743.42,17.0
2011-06-17,17.0,18.34,13.0,15.68,1684353.23,15.68
2011-06-18,15.68,16.95,15.05,16.89,569949.34,16.89
2011-06-19,16.89,18.88,16.85,17.51,536267.38,17.51
2011-06-20,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-21,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-22,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-23,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-24,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-25,17.51,17.51,17.51,17.51,0.0,17.51
2011-06-26,17.51,17.51,14.01,16.45,234621.8,16.45
2011-06-27,16.45,18.0,15.0,16.75,535096.37,16.75
2011-06-28,16.75,17.52,16.5,16.95,413032.22,16.95
2011-06-29,16.95,17.2,16.67,16.85,355303.18,16.85
2011-06-30,16.85,17.0,15.73,16.1,577145.55,16.1
2011-07-01,16.1,16.74,15.26,15.4,529197.49,15.4
2011-07-02,15.4,15.8,15.27,15.4,302134.7,15.4
2011-07-03,15.4,15.69,15.31,15.44,259875.51,15.44
2011-07-04,15.44,15.49,13.14,13.86,756913.59,13.86
2011-07-05,13.86,15.0,11.0,12.91,1076305.46,12.91
2011-07-06,12.91,16.5,12.67,14.8,1655319.63,14.8
2011-07-07,14.8,15.9,14.5,14.78,825452.25,14.78
2011-07-08,14.78,15.64,13.9,14.31,500143.38,14.31
2011-07-09,14.31,14.7,14.02,14.38,171329.27,14.38
2011-07-10,14.38,15.68,14.35,14.9,682903.16,14.9
2011-07-11,14.9,15.2,13.8,14.21,706457.52,14.21
2011-07-12,14.21,14.64,13.9,14.01,372986.55,14.01
2011-07-13,14.01,14.15,13.91,13.95,145032.07,13.95
2011-07-14,13.95,14.07,13.7,14.0,245982.11,14.0
2011-07-15,14.0,14.09,13.5,13.81,344982.1,13.81
2011-07-16,13.81,13.81,13.5,13.72,235142.97,13.72
2011-07-17,13.72,13.75,13.02,13.16,458510.19,13.16
2011-07-18,13.16,13.92,12.51,13.48,988903.24,13.48
2011-07-19,13.48,14.7,13.44,13.85,948485.72,13.85
2011-07-20,13.85,14.0,13.4,13.71,317332.3,13.71
2011-07-21,13.71,13.78,13.4,13.61,341665.52,13.61
2011-07-22,13.61,13.81,13.45,13.7,207044.15,13.7
2011-07-23,13.7,13.76,13.51,13.68,306380.16,13.68
2011-07-24,13.68,14.1,13.6,13.98,369041.82,13.98
2011-07-25,13.98,14.72,13.76,14.05,448277.2,14.05
2011-07-26,14.05,14.05,13.77,13.88,233585.08,13.88
2011-07-27,13.88,14.13,13.85,13.94,160645.54,13.94
2011-07-28,13.94,13.94,13.31,13.49,445690.58,13.49
2011-07-29,13.49,13.7,13.33,13.5,98020.73,13.5
2011-07-30,13.5,13.63,13.45,13.53,82590.44,13.53
2011-07-31,13.53,14.9,12.83,13.35,618135.5,13.35
2011-08-01,13.35,13.55,12.85,13.09,286373.02,13.09
2011-08-02,13.09,13.1,11.5,12.05,709463.16,12.05
2011-08-03,12.05,12.16,8.7,9.26,943628.17,9.26
2011-08-04,9.26,11.15,9.26,10.75,529876.35,10.75
2011-08-05,10.75,10.99,9.5,9.8,315866.93,9.8
2011-08-06,9.8,9.95,5.742,6.55,801213.08,6.55
2011-08-07,6.55,9.47,6.01,7.9,693796.98,7.9
2011-08-08,7.9,8.16,7.055,7.8,263570.19,7.8
2011-08-09,7.8,12.1,7.671,9.99,1112123.77,9.99
2011-08-10,9.99,10.4,9.5,10.0,242598.48,10.0
2011-08-11,10.0,10.5,8.451,9.462,550577.88,9.462
2011-08-12,9.462,9.8,8.91,9.461,387476.18,9.461
2011-08-13,9.461,10.25,9.28,10.13,291543.08,10.13
2011-08-14,10.13,11.24,9.62,10.8,468353.91,10.8
2011-08-15,10.8,11.89,10.72,11.15,431203.74,11.15
2011-08-16,11.15,11.32,10.81,10.96,169357.89,10.96
2011-08-17,10.96,11.1,10.66,10.95,249104.68,10.95
2011-08-18,10.95,11.05,10.81,10.83,89515.28,10.83
2011-08-19,10.83,11.81,10.83,11.65,384289.87,11.65
2011-08-20,11.65,11.69,11.4,11.45,113880.29,11.45
2011-08-21,11.45,11.51,11.31,11.31,99220.98,11.31
2011-08-22,11.31,11.5,10.51,10.9,407895.13,10.9
2011-08-23,10.9,11.3,10.81,10.94,141019.11,10.94
2011-08-24,10.94,11.08,10.83,10.85,85516.17,10.85
2011-08-25,10.85,10.89,9.1,9.657,555232.04,9.657
2011-08-26,9.657,9.889,7.642,8.179,718309.63,8.179
2011-08-27,8.179,9.11,8.121,8.59,189777.37,8.59
2011-08-28,8.59,9.481,8.448,9.07,216706.8,9.07
2011-08-29,9.07,9.27,8.65,8.969,193411.57,8.969
2011-08-30,8.969,9.0,8.55,8.791,103338.65,8.791
2011-08-31,8.791,8.791,8.01,8.2,164091.75,8.2
2011-09-01,8.2,8.36,8.1,8.21,97874.33,8.21
2011-09-02,8.21,8.714,8.21,8.64,141975.28,8.64
2011-09-03,8.64,8.69,8.363,8.48,59247.47,8.48
2011-09-04,8.48,8.49,7.85,8.178,160817.86,8.178
2011-09-05,8.178,8.191,7.25,7.611,234672.8,7.611
2011-09-06,7.611,7.657,6.122,6.863,555289.16,6.863
